id,kingdom,phylum,class,order,family,genus,species,counts,effective_length,sample
AY218693.1.1408,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,1,1,T0Comm
AY218719.1.1417,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,18,1,T0Comm
AY218744.1.1495,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,2,1,T0Comm
AY218756.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,53,1,T0Comm
AY218771.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,3,1,T0Comm
AY429712.1.1440,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,beta proteobacterium HTCC333,1,1,T0Comm
AY439196.1.1514,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,116,1,T0Comm
AY921756.1.1388,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,uncultured beta proteobacterium,2,1,T0Comm
AYTC01012074.105917.107405,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Monoraphidium neglectum,,,1,1,T0Comm
CP001196.770307.771757,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Oligotropha,Oligotropha carboxidovorans OM5,10,1,T0Comm
CP002821.3296392.3297868,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Oligotropha,Oligotropha carboxidovorans OM4,2,1,T0Comm
CP002826.3352690.3354166,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Oligotropha,Oligotropha carboxidovorans OM5,1,1,T0Comm
CP005587.3791985.3793465,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans 1NES1,2,1,T0Comm
CP019510.1298418.1299958,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Janthinobacterium,Janthinobacterium sp. LM6,1,1,T0Comm
D14514.1.1477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium jarvisii ATCC 33669,2,1,T0Comm
DQ125572.1.1471,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,1,1,T0Comm
DQ125620.1.1473,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,43,1,T0Comm
DQ125745.1.1475,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,91,1,T0Comm
DQ125888.1.1470,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,2605,1,T0Comm
DQ337598.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. CHNTR45,9,1,T0Comm
DQ468352.1.1463,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus ruber,7,1,T0Comm
DQ521554.1.1460,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Parafrigoribacterium,uncultured bacterium,52,1,T0Comm
DQ664247.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Paucibacter,beta proteobacterium IMCC1733,1,1,T0Comm
EF140635.1.1501,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter,endosymbiont of Acanthamoeba sp. KA/E9,4,1,T0Comm
EF205261.1.1395,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella,Alcaligenes sp. 'ESPY2 (A-III)',115,1,T0Comm
EF466127.1.1484,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium,Cryobacterium mesophilum,17,1,T0Comm
EF471222.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,Dyella sp. CHNCT5,2,1,T0Comm
EF644519.1.1459,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella,uncultured bacterium,2,1,T0Comm
EU313792.1.1487,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Xanthomonadaceae bacterium NML 91-0213,2,1,T0Comm
EU358710.1.1510,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,uncultured bacterium,9,1,T0Comm
EU665166.1.1442,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,uncultured Thermomonas sp.,3,1,T0Comm
EU682683.1.1531,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,Frateuria terrea,1,1,T0Comm
EU708506.1.1496,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,uncultured bacterium,55,1,T0Comm
EU861887.1.1443,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured soil bacterium,67,1,T0Comm
EU861938.1.1518,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured soil bacterium,2,1,T0Comm
EU861958.1.1484,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Aquisphaera,uncultured soil bacterium,123,1,T0Comm
EU982440.1.1507,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,1,1,T0Comm
EU982445.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,2,1,T0Comm
FJ167497.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,uncultured bacterium,100,1,T0Comm
FJ167498.1.1504,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,14,1,T0Comm
FJ375442.1.1458,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,uncultured bacterium,155,1,T0Comm
FJ380133.1.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,3637,1,T0Comm
FJ536875.1.1449,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Sphingobacteriales bacterium,4,1,T0Comm
FJ605268.1.1475,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter soli,6,1,T0Comm
FJ623322.1.1490,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured bacterium,2,1,T0Comm
FJ660522.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,uncultured bacterium,1,1,T0Comm
FJ710755.1.1488,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium,510,1,T0Comm
FJ750462.1.1407,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp. EM0590,622,1,T0Comm
FJ821729.1.1477,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. GR14-4,10157,1,T0Comm
FJ889344.1.1499,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured Rhodanobacter sp.,3,1,T0Comm
FJ889348.1.1499,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured Rhodanobacter sp.,3,1,T0Comm
FJ971738.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,uncultured bacterium,4,1,T0Comm
FM213070.1.1520,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Thiobacillus,uncultured bacterium,7,1,T0Comm
FN391830.1.1503,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,2,1,T0Comm
FN397656.1.1504,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. PON8,23,1,T0Comm
FN436193.1.1451,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,uncultured bacterium,1,1,T0Comm
FN550151.1.1509,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Xanthomonadaceae bacterium B1B,9,1,T0Comm
FNXT01000592.130534.132023,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Tetradesmus obliquus,,,22,1,T0Comm
FPLL01001523.10.1520,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,metagenome,3,1,T0Comm
FPLL01007723.11.1535,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,metagenome,,1,1,T0Comm
FPLM01003032.17.1530,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,metagenome,,,1,1,T0Comm
FPLP01012121.14.1477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,metagenome,1,1,T0Comm
FPLS01045526.1.1412,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,metagenome,4,1,T0Comm
FPLS01049074.12.1498,Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,metagenome,,,12,1,T0Comm
FR667885.1.1449,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum zeae,1,1,T0Comm
FR749757.1.1489,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Bacteroidetes bacterium,24,1,T0Comm
GQ022810.1.1337,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,uncultured bacterium,1,1,T0Comm
GQ263804.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,uncultured bacterium,3,1,T0Comm
GQ263968.1.1469,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Parafrigoribacterium,uncultured bacterium,11,1,T0Comm
GQ264094.1.1470,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured bacterium,3,1,T0Comm
GQ264301.1.1463,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,,2,1,T0Comm
GQ264468.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,1,1,T0Comm
GQ360012.1.1488,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,uncultured bacterium,3,1,T0Comm
GQ397080.1.1493,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,uncultured bacterium,1,1,T0Comm
GQ441255.1.1446,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,10,1,T0Comm
GQ480089.1.1468,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,uncultured bacterium,3,1,T0Comm
GU119884.1.1406,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured organism,,,1,1,T0Comm
GU199001.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas lutimaris,4,1,T0Comm
HM049668.1.1500,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella,uncultured bacterium,1,1,T0Comm
HM159961.1.1515,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured Rhodanobacter sp.,193,1,T0Comm
HM163220.1.1476,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured,gamma proteobacterium OR-113,1,1,T0Comm
HM186307.1.1363,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium,1,1,T0Comm
HM238127.1.1462,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,uncultured gamma proteobacterium,2,1,T0Comm
HM238129.1.1469,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured gamma proteobacterium,538,1,T0Comm
HM238154.1.1468,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,uncultured gamma proteobacterium,1,1,T0Comm
HM317107.1.1352,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,1,1,T0Comm
HM363207.1.1485,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,uncultured bacterium,1,1,T0Comm
HM447926.1.1499,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,uncultured,uncultured Xanthomonadaceae bacterium,3,1,T0Comm
HM468059.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,uncultured bacterium,8,1,T0Comm
HQ011386.1.1449,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured bacterium,3,1,T0Comm
HQ014655.1.1484,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Aquisphaera,uncultured bacterium,15,1,T0Comm
HQ114094.1.1404,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,26,1,T0Comm
HQ116712.1.1471,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,56,1,T0Comm
HQ119475.1.1455,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured bacterium,13,1,T0Comm
HQ119792.1.1503,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium,5,1,T0Comm
HQ120554.1.1394,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured bacterium,4,1,T0Comm
HQ640539.1.1390,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,uncultured bacterium,13,1,T0Comm
HQ681959.1.1489,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium,84,1,T0Comm
HQ681960.1.1484,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium,5,1,T0Comm
HQ681969.1.1490,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium,727,1,T0Comm
HQ681973.1.1489,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium,720,1,T0Comm
HQ703940.1.1494,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella fontinalis,1,1,T0Comm
HQ738646.1.1530,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,uncultured bacterium,7,1,T0Comm
HQ776257.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella,uncultured organism,1,1,T0Comm
HQ790277.1.1417,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured organism,3,1,T0Comm
HQ790409.1.1412,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured organism,1,1,T0Comm
HQ874629.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas cucumeris,8,1,T0Comm
JF429120.1.1528,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured bacterium,,9,1,T0Comm
JF703489.1.1378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured Hyphomicrobiaceae bacterium,34,1,T0Comm
JF736626.1.1508,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella,uncultured Comamonadaceae bacterium,13,1,T0Comm
JF737874.1.1468,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured bacterium,3,1,T0Comm
JF922456.1.1471,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium,1,1,T0Comm
JF922586.1.1493,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,uncultured bacterium,55,1,T0Comm
JN023883.1.1502,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,8,1,T0Comm
JN032382.1.1404,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured Sporosarcina sp.,149,1,T0Comm
JN032390.1.1379,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured Rhodanobacter sp.,9,1,T0Comm
JN087876.1.1485,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,uncultured bacterium,13,1,T0Comm
JN087910.1.1487,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,uncultured bacterium,17,1,T0Comm
JN217085.1.1458,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,uncultured Acidobacteriaceae bacterium,21,1,T0Comm
JN217202.1.1510,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,uncultured bacterium,1,1,T0Comm
JN409071.1.1469,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,uncultured gamma proteobacterium,1,1,T0Comm
JN541135.1.1493,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium,3,1,T0Comm
JN541144.1.1450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,uncultured Mesorhizobium sp.,17,1,T0Comm
JN541159.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella,uncultured Alcaligenes sp.,3,1,T0Comm
JN541184.1.1491,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Sphingobacteriales bacterium,155,1,T0Comm
JN590560.1.1310,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured Rhodanobacter sp.,3,1,T0Comm
JN662329.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,42,1,T0Comm
JN802220.1.1450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,uncultured Mesorhizobium sp.,27,1,T0Comm
JN868759.1.1527,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,uncultured bacterium,2,1,T0Comm
JQ684368.1.1488,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,uncultured bacterium,3,1,T0Comm
JQ684380.1.1506,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,uncultured bacterium,44,1,T0Comm
JQ814722.1.1444,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,3,1,T0Comm
JQ814724.1.1449,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,2,1,T0Comm
JQ814730.1.1449,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,1,1,T0Comm
JQ814739.1.1449,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,1,1,T0Comm
JQ919698.1.1387,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured gamma proteobacterium,7,1,T0Comm
JQ923871.1.1505,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella,uncultured bacterium,3,1,T0Comm
JQ996704.1.1513,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium,1,1,T0Comm
JX490025.1.1486,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured soil bacterium,2,1,T0Comm
JX843282.1.1448,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum fermentarium,18,1,T0Comm
KC128915.1.1424,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella,Castellaniella defragrans,26,1,T0Comm
KC138525.1.1453,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured bacterium,5,1,T0Comm
KC295711.1.1442,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,,2,1,T0Comm
KC331452.1.1507,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,uncultured bacterium,476,1,T0Comm
KC620925.1.1538,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,uncultured bacterium,1,1,T0Comm
KC854825.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Xanthomonas sp. LY5,1087,1,T0Comm
KC854862.1.1467,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter thiooxydans,55,1,T0Comm
KC854867.1.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter fulvus,81,1,T0Comm
KC854913.1.1421,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,Acidobacteriaceae bacterium LX51,6,1,T0Comm
KC854927.1.1474,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,Sphingobacteriales bacterium WF1O,6,1,T0Comm
KF003149.1.1464,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,uncultured Runella sp.,5,1,T0Comm
KF371657.1.1481,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Castellaniella,Castellaniella denitrificans,9,1,T0Comm
KF441589.1.1533,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. A2-56,19,1,T0Comm
KF441592.1.1532,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. A2-61,11,1,T0Comm
KF441690.1.1513,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. 7B-583,1756,1,T0Comm
KJ095122.1.1456,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnobacter,bacterium enrichment culture clone FOVD-4,54,1,T0Comm
KJ600849.1.1395,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,uncultured,uncultured bacterium,7,1,T0Comm
KJ600926.1.1457,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,uncultured bacterium,3,1,T0Comm
